"text","text_en","cmp_code","eu_code"
"Aus Respekt vor deiner Zukunft Das Zukunftsprogramm der SPD","Out of respect for your future The SPD's future program",NA,NA
"Wofür wir stehen.","What we stand for.",NA,NA
"Was uns antreibt.","What drives us.",NA,NA
"Wonach wir streben.","What we strive for.",NA,NA
"Inhalt","Contents",NA,NA
"1.0. Zukunft.","1.0. future.",NA,NA
"Respekt.","Respect.",NA,NA
"Europa. . . . . . . . . . . . . . . . . . . . > 3","Europe. . . . . . . . . . . . . . . . . . . > 3",NA,NA
"1.1. Zukunft sichern . . . . . . . . . . . . . . . . . . . . . . . . . . . > 4","1.1 Securing the future . . . . . . . . . . . . . . . . . . . . . . . . . . . > 4",NA,NA
"1.2. Respekt erneuern . . . . . . . . . . . . . . . . . . . . . . . . . > 5","1.2 Renew Respect . . . . . . . . . . . . . . . . . . . . . . . . . > 5",NA,NA
"1.3. Europa stärken . . . . . . . . . . . . . . . . . . . . . . . . . . . > 6","1.3 Strengthening Europe . . . . . . . . . . . . . . . . . . . . . . . . . . . > 6",NA,NA
"1.4. Zusammenhalt wählen . . . . . . . . . . . . . . . . . . . . . > 6","1.4 Selecting cohesion . . . . . . . . . . . . . . . . . . . . . > 6",NA,NA
"2.0.Eine lebenswerte Zukunft . . . . . . . . . . . . . . . . . . . > 8","2.0.A future worth living . . . . . . . . . . . . . . . . . . . > 8",NA,NA
"2.1.Zukunftsmission I.","2.1.Future Mission I.",NA,NA
"Klimaneutrales Deutschland . . . . . . . . . . . . . . . . . > 8","Climate-neutral Germany . . . . . . . . . . . . . . . . . > 8",NA,NA
"2.2.Zukunftsmission II.","2.2.Future Mission II.",NA,NA
"Modernstes Mobilitätssystem Europas . . . . . . . . > 11","Europe's most modern mobility system . . . . . . . . > 11",NA,NA
"2.3.Zukunftsmission III.","2.3.Future Mission III.",NA,NA
"Digitale Souveränität in Deutschland und Europa > 13","Digital sovereignty in Germany and Europe > 13",NA,NA
"2.4.Zukunftsmission IV.","2.4.Future Mission IV.",NA,NA
"Update für die Gesundheit . . . . . . . . . . . . . . . . . > 17","Health update . . . . . . . . . . . . . . . . . > 17",NA,NA
"2.5.Wie wir eine zukunftsfähige Wirtschaft fördern wollen . . . . . . . . . . . . . . . . . . . . . . . . . . . > 19","2.5.How we want to promote a sustainable economy . . . . . . . . . . . . . . . . . . . . . . . . . . . > 19",NA,NA
"2.6.Wie wir Wissenschaft und Forschung innovativ und zukunftsfähig halten. . . . . . . . . . . . . . . . . . . > 21","2.6.How we keep science and research innovative and fit for the future. . . . . . . . . . . . . . . . . . . > 21",NA,NA
"2.7.Wie wir unsere Politik finanzieren wollen . . . . . . > 22","2.7.How we want to finance our policies . . . . . . > 22",NA,NA
"2.8. Wie wir regieren wollen . . . . . . . . . . . . . . . . . . . . > 25","2.8 How we want to govern . . . . . . . . . . . . . . . . . . . . > 25",NA,NA
"3.0. Eine Gesellschaft des Respekts . . . . . . . . . . . . . . > 27","3.0 A Society of Respect . . . . . . . . . . . . . . > 27",NA,NA
"3.1. Arbeit wertschätzen. . . . . . . . . . . . . . . . . . . . . . . > 27","3.1 Valuing work. . . . . . . . . . . . . . . . . . . . . . . > 27",NA,NA
