"text","text_en","cmp_code","eu_code"
"A. Richtungsentscheidung für Deutschland","A. Direction decision for Germany",NA,NA
"Globalisierung und Wissensgesellschaft sind die Herausforderungen unserer Zeit.","Globalization and the knowledge society are the challenges of our time.","000",NA
"Sie werden von vielen als Bedrohung empfunden.","They are perceived by many as a threat.","000",NA
"Wir sind überzeugt: Globalisierung, also weltweiter Handel und weltweites Wirtschaften, und Wissensgesellschaft bergen größte Chancen für unser Land - wenn wir sie erkennen und wenn wir sie nutzen wollen.","We are convinced that globalization, i.e. worldwide trade and business, and the knowledge society offer the greatest opportunities for our country - if we recognize them and want to take advantage of them.","601",NA
"Wir wollen die Bürger unseres Landes zu Gewinnern dieser Entwicklung machen.","We want to make the citizens of our country the winners of this development.","305",NA
"Wir wollen, dass sich unsere Werte von Demokratie.","We want our values of democracy","202",NA
"und Sozialer Marktwirtschaft auch in dieser Zeit behaupten können.","and a social market economy to continue to prevail in these times.","403",NA
"Wir wollen, dass die Politik wieder dazu beiträgt, Deutschlands Chancen zu erkennen und zu nutzen.","We want politics to once again contribute to recognizing and exploiting Germany's opportunities.","601",NA
"Das muss das Ziel einer großen gemeinsamen Anstrengung unseres Landes sein.","This must be the goal of a major joint effort by our country.","606",NA
"Das aber geht nicht mit einer Politik des „Weiter so“ wie bisher.","But this cannot be achieved with a policy of ""business as usual.","305",NA
"Wo stehen wir? - das schwere Erbe von Rot-Grün","Where do we stand? - the heavy legacy of red-green",NA,NA
"7 Jahre Rot-Grün haben Deutschland in eine tiefe Krise gestürzt.","7 years of Red-Green have plunged Germany into a deep crisis.","305",NA
"Die sozialen, wirtschaftlichen und finanziellen Fundamente unseres Landes sind akut gefährdet.","The social, economic and financial foundations of our country are acutely endangered.","305",NA
"Erstmals in über 50 Jahren scheint die Fähigkeit der Bundesrepublik Deutschland, ihren Bürgern Wohlstand, Teilhabe am allgemeinen Fortschritt und soziale Sicherheit zu gewährleisten, in Frage gestellt.","For the first time in over 50 years, the ability of the Federal Republic of Germany to guarantee its citizens prosperity, participation in general progress and social security seems to be in question.","305",NA
"Es ist ohne Zweifel richtig: Die Wurzeln vieler Probleme reichen weit zurück.","It is undoubtedly true: the roots of many problems go back a long way.","305",NA
"Doch die falsche Politik von Rot-Grün hat die bestehenden Probleme dramatisch verschärft.","But the wrong policies of the Red-Green Party have dramatically exacerbated the existing problems.","305",NA
"Deutschland hat seine wirtschaftliche Dynamik unter Rot-Grün verloren.","Germany has lost its economic dynamism under the Red-Greens.","410",NA
"Das durchschnittliche Wachstum der letzten 7 Jahre hat sich gegenüber den Jahren 1990-1998 fast halbiert.","The average growth of the last 7 years has almost halved compared to the years 1990-1998.","410",NA
"Im Europa der 25 liegt Deutschland auf den letzten Plätzen.","In the Europe of 25, Germany ranks last.","410",NA
"Selbst 2004, dem Jahr des größten weltwirtschaftlichen Booms im letzten Vierteljahrhundert, wurden in Deutschland per Saldo keine neuen sozialversicherungspflichtigen Arbeitsplätze geschaffen, die Staatsschulden nicht um einen einzigen Euro abgetragen und die Reserven der Sozialversicherung weiter aufgezehrt.","Even in 2004, the year of the biggest global economic boom in the last quarter century, no new jobs subject to social security contributions were created in Germany on balance, the national debt was not reduced by a single euro and the social security reserves were further eroded.","414",NA
"In diesem Jahr wird das Wachstum aller Voraussicht nach erneut unter 1 % bleiben, es droht also die Rückkehr zum faktischen Stillstand der letzten Jahre.","This year, growth will in all likelihood again remain below 1%, threatening a return to the virtual standstill of recent years.","410",NA
"Eine derart lange Phase der Stagnation hat es in der Geschichte der Bundesrepublik noch nicht gegeben.","There has never been such a long period of stagnation in the history of the Federal Republic.","410",NA
"Deutschland zehrt von seiner Substanz, und wir haben Massenarbeitslosigkeit.","Germany is draining its substance, and we have mass unemployment.","408",NA
"Allein in den letzten drei Jahren gingen 1,5 Millionen sozialversicherungspflichtige Arbeitsplätze verloren.","In the last three years alone, 1.5 million jobs subject to social insurance contributions have been lost.","408",NA
"Knapp 5 Millionen Menschen sind offiziell arbeitslos, die höchste Zahl seit Bestehen der Bundesrepublik.","Almost 5 million people are officially unemployed, the highest number since the Federal Republic came into existence.","701",NA
"Hinzu kommen über 1,3 Millionen Menschen, die sich in Betreuungsprogrammen der Arbeitsverwaltung befinden und weitere Hunderttausende, die sich enttäuscht zurückgezogen haben.","In addition, there are more than 1.3 million people in employment service assistance programs and hundreds of thousands more who have withdrawn in disappointment.","701",NA
"Die Zahlen der Langzeitarbeitslosen und der arbeitslosen Jugendlichen sind überdurchschnittlich stark angestiegen;","The numbers of long-term unemployed and unemployed young people have risen at an above-average rate;","701",NA
"fast nirgendwo sonst in den Industriestaaten gibt es so wenige Ältere über 55 Jahre, die noch am Erwerbsleben teilhaben können;","almost nowhere else in the industrialized countries are there so few older people over 55 who can still participate in the workforce;","706",NA
"fast nirgendwo sonst gibt es so viele Geringqualifizierte, die keine reguläre Arbeitsmöglichkeit finden.","almost nowhere else are there so many low-skilled workers who cannot find regular employment.","706",NA
"Die Arbeitslosigkeit in den neuen Bundesländern ist weiterhin doppelt so hoch wie im Westen.","Unemployment in the new federal states is still twice as high as in the west.","701",NA
"Allein in Ostdeutschland hat sich die Zahl der sozialversicherungspflichtigen Arbeitsplätze seit 1998 um 17 % verringert.","In eastern Germany alone, the number of jobs subject to social insurance contributions has fallen by 17% since 1998.","701",NA
"Unter der rotgrünen Bundesregierung haben sich die Vermittlungserfolge der öffentlichen Arbeitsverwaltung fast halbiert, gleichzeitig sind die Ausgaben des Bundes in der Arbeitsmarktpolitik auf mehr als das Doppelte gestiegen.","Under the Red-Green federal government, the placement successes of the public employment service have almost halved, while at the same time federal spending on labor market policy has more than doubled.","303",NA
"Kaum ein anderes Land hält an so starren Arbeitsmarktregeln, an einer so hohen Abgabenlast auf die Löhne und an einer so zentralisierten Arbeitsvermittlung fest.","Hardly any other country adheres to such rigid labor market rules, such a high tax burden on wages and such a centralized employment service.","303",NA
"So kann es nicht verwundern, dass Deutschland zu den wenigen OECD-Ländern zählt, die es in den letzten fünf Jahren nicht vermocht haben, mehr Beschäftigung zu schaffen.","It is therefore not surprising that Germany is one of the few OECD countries that have failed to create more employment in the last five years.","305",NA
"Das verheerende Ergebnis von 7 Jahren Rot-Grün ist auch, dass 1 Million Menschen mehr in Armut lebt.","The devastating result of 7 years of Red-Green is also that 1 million more people live in poverty.","305",NA
"Die technologische Leistungsfähigkeit Deutschlands schwindet.","Germany's technological performance is dwindling.","411",NA
"Fast alle Kennzahlen in diesem Bereich sind schlechter als Anfang der 90er Jahre.","Almost all key figures in this area are worse than in the early 1990s.","411",NA
"Der Anteil von Forschung und Entwicklung am Bruttoinlandsprodukt ist auf 2,5 % zurückgegangen, die skandinavischen Länder geben hierfür teilweise über 4 % aus.","The share of research and development in gross domestic product has fallen to 2.5%, while the Scandinavian countries spend over 4% on this in some cases.","411",NA
"Noch Ende der 90er Jahre steigerte die deutsche Wirtschaft ihre Innovationsausgaben um rund 10 %, inzwischen gehen sie rapide zurück.","At the end of the 1990s, German industry was still increasing its innovation spending by around 10%, but it is now declining rapidly.","411",NA
"Rot-Grün wollte die Ausgaben des Bundes für Forschung und Wissenschaft verdoppeln, real sind sie in den letzten 7 Jahren gesunken.","Red-Green wanted to double federal spending on research and science; in real terms, it has fallen over the past 7 years.","305",NA
"Im Bericht zur technologischen Leistungsfähigkeit heißt es, dass Deutschland ohne die Automobilindustrie nicht mehr als High-Tech-Land bezeichnet werden könne.","The report on technological performance states that without the automotive industry, Germany could no longer be called a high-tech country.","411",NA
"Abwanderung und Verlagerung von Betrieben und Arbeitsplätzen halten an.","Migration and relocation of companies and jobs continue.","408",NA
"Die Zahl der Firmen-Insolvenzen liegt in diesem Jahr mit 40.000 fast 50 % höher als im Jahre 1998.","At 40,000, the number of company insolvencies this year is almost 50% higher than in 1998. The","305",NA
"Die Krise trifft insbesondere die sozialen Sicherungssysteme.","crisis is hitting the social security systems in particular.","303",NA
"Die Finanzen der sozialen Sicherungssysteme sind zerrüttet, ihre Leistungsfähigkeit ist bedroht.","The finances of the social security systems are in tatters, and their performance is threatened.","303",NA
"Obwohl Rot-Grün die Finanzreserven der Sozialkassen seit 1998 um über 23 Milliarden Euro reduziert, die Bundeszuschüsse um über 30 Milliarden Euro erhöht, Leistungen reduziert und Zuzahlungen erhöht hat, gingen die Beitragssätze im Saldo nicht zurück, sondern verharren bei rund 42 %.","Although the Red-Green Party has reduced the financial reserves of the social security funds by more than 23 billion euros since 1998, increased federal subsidies by more than 30 billion euros, reduced benefits and increased co-payments, contribution rates have not declined on balance but remain at around 42%.","303",NA
