"text","text_en","cmp_code","eu_code"
"Ein gutes Land in dieser Zeit","A good country at this time","H",NA
"Deutschland ist ein liebens- und lebenswertes Land, in dem man gut wohnen, arbeiten und leben kann:","Germany is a lovable and livable country in which it is possible to live, work and reside well:","601.1",NA
"Der großen Mehrheit unserer Bürgerinnen und Bürger ging es noch nie so gut wie heute.","The vast majority of our citizens have never been as well off as they are today.","601.1",NA
"Unsere Wirtschaft wächst.","Our economy is growing.","601.1",NA
"Es gibt in Deutschland mehr Beschäftigung als je zuvor.","There is more employment in Germany than ever before.","601.1",NA
"Die Zahl der Arbeitslosen ist auf dem tiefsten Stand seit 1991, die Arbeitslosenquote so gering, wie seit Jahrzehnten nicht mehr.","The number of unemployed is at its lowest level since 1991, and the unemployment rate is lower than it has been in decades.","601.1",NA
"Auch junge Menschen finden wieder Ausbildung und Arbeit: Die Jugendarbeitslosigkeit ist die niedrigste in Europa.","Young people are also finding training and work again: youth unemployment is the lowest in Europe.","601.1",NA
"Löhne und Renten sind deutlich gestiegen und steigen weiter.","Wages and pensions have increased significantly and continue to rise.","601.1",NA
"Die sozialen Sicherungssysteme sind solide finanziert, wie seit Jahrzehnten nicht mehr.","The social security systems are solidly financed, as they have not been for decades.","601.1",NA
"Wir haben in Deutschland ein hohes Maß an innerer und äußerer Sicherheit.","We have a high level of internal and external security in Germany.","601.1",NA
"Deshalb können wir frei und selbstbestimmt leben.","That is why we can live freely and self-determined.","601.1",NA
"Diese Erfolge der unionsgeführten Bundesregierung kommen allen zugute, gerade auch den unteren und mittleren Einkommen.","These successes of the CDU/CSU-led federal government benefit everyone, especially lower and middle-income earners.","503",NA
"Dennoch gibt es auch in Deutschland ungelöste Probleme und Menschen, denen wir helfen müssen, weil es ihnen weniger gut oder gar schlecht geht.","Nevertheless, there are also unsolved problems in Germany and people whom we have to help because they are less well off or even worse off.","504",NA
"Das ist und bleibt unser Auftrag.","That is and remains our mission.","504",NA
"Deutschland ist ein stabiles Land.","Germany is a stable country.","601.1",NA
"Mit gefestigter Demokratie und funktionierender Rechtsstaatlichkeit.","With consolidated democracy and a functioning rule of law.","601.1",NA
"Mit einer offenen Gesellschaft und einem hohen Maß an persönlichem Wohlergehen.","With an open society and a high level of personal well-being.","601.1",NA
"Mit Freiheit, innerer und äußerer Sicherheit, Wachstum und Wettbewerbsfähigkeit, sozialer Sicherheit, guter Bildung, leistungsfähiger Infrastruktur und intakter Umwelt.","With freedom, internal and external security, growth and competitiveness, social security, good education, efficient infrastructure and an intact environment.","601.1",NA
"Wir sind ein Land mit einer unverwechselbaren, starken Identität, das seinen Menschen auch in stürmischer Zeit Heimat und Halt bietet.","We are a country with a distinctive, strong identity that offers its people a home and a foothold even in stormy times.","601.1",NA
"Das alles ist nicht selbstverständlich.","None of this can be taken for granted.","601.1",NA
"Es wurde und wird hart erarbeitet von den Bürgerinnen und Bürgern dieses Landes.","It was and is hard-earned by the citizens of this country.","606.1",NA
"Es bedurfte einer großen politischen Kraftanstrengung, um die schöpferischen Kräfte unseres Landes und seine wirtschaftliche Dynamik neu zu entfalten.","It took a major political effort to redevelop our country's creative forces and its economic dynamism.","410",NA
"Seit der gemeinsamen Umsetzung der Agenda 2010, seit der Übernahme der Regierungsverantwortung durch Bundeskanzlerin Angela Merkel und die Union, seit der großen Rentenreform von 2007 geht die Entwicklung unseres Landes in die richtige Richtung.","Since the joint implementation of Agenda 2010, since Chancellor Angela Merkel and the CDU/CSU took over government responsibility, since the major pension reform of 2007, our country's development has been moving in the right direction.","410",NA
"In den vergangenen vier Jahren ist das Vertrauen in den Standort Deutschland und in die Verlässlichkeit der wirtschaftlichen Rahmenbedingungen stetig und enorm gewachsen.","Over the past four years, confidence in Germany as a business location and in the reliability of the economic framework has grown steadily and enormously.","410",NA
