"text","text_en","cmp_code","eu_code"
"INTRODUCTION AND PREAMBLE",NA,NA,NA
"One hundred and fifty years ago, Americans who had gathered to protest the expansion of slavery gave birth to a political Party that would save the Union - the Republican Party.",NA,"000",NA
"In 1860, Abraham Lincoln of Illinois carried the Republican banner in the Presidential election and was elected the Party's first President.",NA,"000",NA
"He became our nation's greatest leader … and one of our Party's greatest heroes.",NA,"000",NA
"Every day, we strive to fulfill Lincoln's vision: a country united and free, in which all people are guaranteed equal rights and the opportunity to pursue their dreams.",NA,"000",NA
"His legacy goes beyond the borders of America.",NA,"000",NA
"It can be seen in free governments all over the world.",NA,"000",NA
"Lincoln's successors have been united by a common purpose - defending freedom at home and promoting it abroad.",NA,"000",NA
"Today, the Republican Party gathers to renominate a man who carries on the best traditions of our Party by carrying the banner of freedom.",NA,"000",NA
"When America was struck by terrorists on September 11, 2001, President Bush immediately realized that it was an act of war, not just a crime.",NA,"605",NA
"Working with Congress, the President drew up plans to take the fight to the enemy, vowing to bring the terrorists to justice, or bring justice to the terrorists.",NA,"605",NA
"And together, the President and Congress took steps to help the wounded, honor the dead, and secure our homeland.",NA,"605",NA
"Thanks to President Bush's leadership, the skill of the American military, and the commitment of our allies, today there are more than 50 million newly free people in the nations of Afghanistan and Iraq - and America is safer.",NA,"104",NA
"The President's leadership has also been bold and visionary at home.",NA,"000",NA
"When the President came to office, our economy was faltering, seniors were having trouble paying for their prescription drugs, and schools were stuck in a pattern of low expectations and poor results.",NA,"000",NA
"President Bush worked with Congress to lower taxes, so Americans can keep more of their own hard-earned money to spend, save, or invest, thereby growing our economy and putting people back to work.",NA,"402",NA
"He worked with Congress to strengthen Medicare by adding a prescription drug benefit and giving seniors more choices to meet their individual health care needs.",NA,"504",NA
"And the President worked with Congress to pass historic education reforms to ensure that every child can read.",NA,"506",NA
"Today, higher standards and stronger accountability are getting results in classrooms across America.",NA,"506",NA
"***",NA,NA,NA
"We are proud of the record we offer to the American people.",NA,"000",NA
"We have helped America overcome extraordinary challenges.",NA,"000",NA
"We are re-shaping our government to meet the demands of the modern world and better serve our citizens.",NA,"000",NA
"We are also proud of our agenda for America's future.",NA,"000",NA
"President George W. Bush will lead this nation with courage, hope, and resolve over the next four years.",NA,"000",NA
"Republicans have always been the Party of fresh ideas and new thinking.",NA,"000",NA
"We encourage debate on the major issues of our day, and we will consistently act in accord with the greatest values of our country - freedom and opportunity for all.",NA,"000",NA
"Our plans focus on ensuring that America remains safe, terrorists are defeated, and democracy flourishes in the world …",NA,"605",NA
"on expanding opportunities for ownership and investment …",NA,"402",NA
"on making tax relief permanent and ensuring greater energy independence …",NA,"402",NA
"on increasing the affordability and accessibility of health care …",NA,"402",NA
"on promoting works of compassion and strengthening our greatest values …",NA,"603",NA
"on preparing students for success in life by bringing the benefits of education reform to high schools …",NA,"506",NA
"and on helping workers adjust to a changing economy by offering flexible training options that meet their individual needs.",NA,"402",NA
"Our Party's 2004 platform addresses the major issues facing America in the first decade of the 21st century:",NA,NA,NA
"Winning the War on Terror …",NA,"605",NA
"because our government's most solemn duty is to keep its citizens safe.",NA,"605",NA
"Ushering in an Ownership Era …",NA,NA,NA
"because a vibrant entrepreneurial spirit will keep our economy strong and provide more opportunities for workers and families.",NA,"402",NA
"Building an Innovative Economy to Compete in the World …",NA,NA,NA
"because America can compete with anyone, anywhere, thanks to our entrepreneurs and risk-takers who keep us on the cutting edge of technology and commerce.",NA,"401",NA
"Strengthening Our Communities …",NA,NA,NA
"because our children deserve to grow up in an America in which all their hopes and dreams can come true.",NA,"603",NA
"Protecting Our Families …",NA,NA,NA
"because we respect the family's role as a touchstone of stability and strength in an everchanging world.",NA,"603",NA
"This platform makes clear that the American people will have a choice on November 2nd.",NA,"000",NA
"A choice between strength and uncertainty.",NA,"000",NA
"A choice between results and rhetoric.",NA,"000",NA
"A choice between optimism and pessimism.",NA,"000",NA
"A choice between opportunity and dependence.",NA,"000",NA
"A choice between freedom and fear.",NA,"000",NA
"And a choice between moving forward and turning back.",NA,"000",NA
"The 2004 Republican Party Platform makes clear: We choose strength.",NA,"000",NA
"We choose results.",NA,"000",NA
"We choose optimism.",NA,"000",NA
"We choose opportunity.",NA,"000",NA
"We choose freedom.",NA,"000",NA
"And we choose moving forward with President Bush.",NA,NA,NA
"A man of courage and compassion, of integrity and action.",NA,"000",NA
"One hundred and fifty years after our founding, we Republicans proudly carry forward our time-honored banner of freedom.",NA,"000",NA
"And we endorse the bold and visionary leadership of President George W. Bush and Vice President Dick Cheney.",NA,"000",NA
"TABLE OF CONTENTS",NA,NA,NA
"Winning the War on Terror 1",NA,NA,NA
"Ushering in an Ownership Era39",NA,NA,NA
"Building an Innovative, Globally Competitive Economy 45",NA,NA,NA
"Strengthening Our Communities67",NA,NA,NA
"Protecting Our Families87",NA,NA,NA
"Summary and Call to Action 93",NA,NA,NA
"WINNING THE WAR ON TERROR",NA,NA,NA
"""Our nation's cause has always been larger than our nation's defense.",NA,NA,NA
"We fight, as we always fight, for a just peace - a peace that favors liberty.",NA,NA,NA
"We will defend the peace against the threats from terrorists and tyrants.",NA,NA,NA
"We will preserve the peace by building good relations among the great powers.",NA,NA,NA
"And we will extend the peace by encouraging free and open societies on every continent.”",NA,NA,NA
"- President George W. Bush",NA,NA,NA
"President Bush has confronted unprecedented challenges, including a world scarred by terrorism.",NA,"305",NA
"The President and the American people have risen to the occasion by acting on a bold new statement of America's place and purpose in the world.",NA,"305",NA
"Today, we are filled with hope for the most dramatic advance of liberty in 60 years.",NA,"305",NA
"President Bush's leadership is rooted in the timeless values that have made America a unique and exalted nation: respect for individual rights; a deep commitment to freedom; a desire to serve as a living example of the power of democracy.",NA,"305",NA
"The President's leadership has achieved successes once deemed impossible to realize in so short a period of time.",NA,"305",NA
"His forward-looking strategy for freedom and peace is making progress in every part of the world.",NA,"305",NA
"The President and Republicans in Congress recognize that new threats demand new tools and new methods for defending America and promoting our goals in the world.",NA,"305",NA
"They have responded swiftly to the challenges of a new era, rather than remaining wedded to outdated theories and fighting battles that ended long ago.",NA,"305",NA
"Their accomplishments are the foundation upon which future progress will be built.",NA,"305",NA
"A Comprehensive Strategy to Win the War on Terror, Promote Peace, and Build a Better World",NA,NA,NA
"The world changed on September 11, 2001, and since that day, under the strong, steady, and visionary leadership of President George W. Bush, Americans have helped make the world not only safer, but better.",NA,"305",NA
"The President continues to lead a steady, confident, systematic campaign to defend America against the dangers of our time.",NA,"605",NA
"We are going after terrorists wherever they plot and plan and hide, changing the old course of pinprick strikes that did little to get at the root of terrorism.",NA,"605",NA
"We eliminated many of al Qaeda's key leaders and put the world on notice that nations that train, harbor, or finance terrorists are just as guilty as the terrorists themselves.",NA,"605",NA
"We will not allow the world's most dangerous regimes to possess the world's most dangerous weapons.",NA,"605",NA
"Our message is getting through, as indicated by Libya's leader, who decided to turn over his weapons of mass destruction and cooperate with the international community.",NA,"605",NA
"Today, because America has acted, and because America has led, the forces of terror and tyranny have suffered defeat after defeat, and America and the world are safer.",NA,"605",NA
"On September 11, 2001, we saw the cruelty of the terrorists, and we glimpsed the future they intend for us.",NA,"605",NA
"They intend to strike the United States to the limits of their power.",NA,"605",NA
"They seek weapons of mass destruction to kill Americans on an even greater scale.",NA,"605",NA
"This danger is increased when outlaw regimes build or acquire weapons of mass destruction and maintain ties to terrorist groups.",NA,"605",NA
"On September 11, 2001, we saw the spirit of courage and optimism of the American people - that greatest assurance of the ultimate triumph of our cause.",NA,"605",NA
"Courage and optimism led colleagues to help each other in escaping from collapsing buildings.",NA,"605",NA
"Courage and optimism led policemen, firefighters, emergency medical professionals, public works employees, our men and women in uniform, and selfless volunteers to run into burning buildings to save others and undertake a mammoth rescue and recovery effort.",NA,"605",NA
"Courage and optimism led the passengers on Flight 93 to rush their murderers to save lives on the ground.",NA,"605",NA
"Courage and optimism led America's parents and teachers to battle their own fears to keep children calm and safe.",NA,"605",NA
"In those and countless other acts of heroism on that day, and many times since, terrorists have learned that Americans will not be intimidated.",NA,"605",NA
"We will fight them with everything we have - and we will prevail.",NA,"605",NA
"President Bush answered the challenge of September 11, 2001, not only with steadfast resolve, but also with vision, optimism, and unshakable confidence in the will and faith of the American people.",NA,"305",NA
"That is what we all saw on September 14, 2001, when our President stood with the brave workers at Ground Zero and resolutely assured our nation amidst our shock, anger, and grief that while the terrorists had struck first, America would have the last word.",NA,"305",NA
"The President's most solemn duty is to protect our country.",NA,"305",NA
"George W. Bush has kept that charge.",NA,"305",NA
"To protect our people, President Bush is leading America, staying on the offensive against threats within our own country.",NA,"305",NA
"He worked with Congress to establish the Department of Homeland Security in the most significant reorganization of the federal government since 1947.",NA,"305",NA
"The PATRIOT Act is being used to track terrorist activity and to break up terror cells.",NA,"605",NA
"Now, the FBI can use tools that have been long available to fight organized crime and drug trafficking, but could not be used in the past to fight terrorism.",NA,"605",NA
"Intelligence and law enforcement officials are sharing information as never before.",NA,"605",NA
"The President transformed the mission of the FBI to focus first and foremost on preventing terrorism.",NA,"605",NA
"Every element of America's homeland security plan is critical, because the terrorists are ruthless and resourceful - and we know they are preparing to attack us again.",NA,"605",NA
"It is not possible to guarantee perfect security in our vast, free nation.",NA,"605",NA
"But the President and Vice President, along with many fine professionals in intelligence, homeland security, law enforcement, and the military are working tirelessly to protect the country.",NA,"605",NA
"We are grateful to them all.",NA,"605",NA
"President Bush recognized that to overcome the dangers of our time, America would have to take a new approach in the world.",NA,"305",NA
"That approach is marked by a determination to challenge new threats, not ignore them, or simply wait for future tragedy - and by a renewed commitment to building a hopeful future in hopeless places, instead of allowing troubled regions to remain in despair and explode in violence.",NA,"305",NA
"Before entering office, President Bush recognized that our age is a time of opportunity for America - opportunity to translate this moment of influence into decades of peace, prosperity, and liberty.",NA,"107",NA
"That conviction is in the finest traditions of the Republican Party.",NA,"107",NA
"As our platform said in 1984, during the height of Cold War confrontation: ""The supreme purpose of our foreign policy must be to maintain our freedom in a peaceful international environment in which the United States and our allies and friends are secure against military threats, and democratic governments are flourishing in a world of increasing prosperity.”",NA,"107",NA
"The reality of 9/11 does not diminish our generation's opportunity to advance the cause of freedom but in fact makes it all the more important that we take up that challenge.",NA,"107",NA
"President Bush has rallied America to its calling - to make the world safer and better.",NA,"107",NA
"This calling is answered by a distinctly American internationalism that reflects the union of our values and our national interests.",NA,"107",NA
"Americans everywhere are remaining faithful to that duty.",NA,"107",NA
"By keeping our word and holding firm to our values, this generation is showing the world the power of liberty once again.",NA,"107",NA
"Republicans support President Bush's steadfast commitment to the goal of a lasting, democratic peace, in which all nations are free from the threat of sudden terror.",NA,"202",NA
"We affirm the three commitments of the President's strategy for peace:",NA,"106",NA
"• Terrorists long ago declared war on America, and now America has declared war against terrorists.",NA,"104",NA
"We are defending the peace by taking the fight to the enemy.",NA,"104",NA
"We are confronting terrorists overseas so we do not have to confront them here at home.",NA,"104",NA
"We are destroying the leadership of terrorist networks in sudden raids, disrupting their planning and financing, and keeping them on the run.",NA,"104",NA
"Month by month, we are shrinking the space in which they can freely operate, by denying them territory and the support of governments.",NA,"104",NA
"•Nations that support terrorism are just as dangerous, and just as guilty, as the perpetrators of terrorism.",NA,"101",NA
"Every nation must make a choice to support terror or to support America and our coalition to defeat terror.",NA,"101",NA
"We are preserving the peace by working with more than 80 allied nations, as well as international institutions, to isolate and confront terrorists and outlaw regimes.",NA,"101",NA
"America is leading a broad coalition of nations to disrupt proliferation.",NA,"107",NA
"We are working with the United Nations, the International Atomic Energy Agency, and other international organizations to take action in our common security.",NA,"107",NA
"The global threat of terrorism requires a global response.",NA,"104",NA
"To be effective, that global response requires leadership - and America is leading.",NA,"104",NA
"•There is no negotiation with terrorists.",NA,"202",NA
"No form of therapy or coercion will turn them from their murderous ways.",NA,"202",NA
"Only total and complete destruction of terrorism will allow freedom to flourish.",NA,"202",NA
"We will extend the peace by supporting the rise of democracy, and the hope and progress that democracy brings, as the alternative to hatred and terror in the broader Middle East.",NA,"202",NA
"In democratic societies, men and women do not swear allegiance to malcontents and murderers; they turn their hearts and labor to building better lives.",NA,"202",NA
"Democratic governments do not shelter terrorist camps or attack their neighbors.",NA,"202",NA
"When justice and democracy advance, so does the hope of lasting peace.",NA,"202",NA
"We are proud of the President's steady leadership in executing this strategy.",NA,"305",NA
"We are dealing with terrorist threats as they gather, rather than waiting for them to become imminent dangers.",NA,"305",NA
"The results are clear to see.",NA,"305",NA
"•Three years ago, our nation was not on a war footing against al Qaeda - even though Osama bin Laden declared war on the United States in 1996 and again in 1998.",NA,"605",NA
"The al Qaeda leadership believed itself to be impervious to any American response, continued to raise funds practically without restriction, and operated in a world in which there was no cohesive global approach to fighting terror.",NA,"605",NA
"Today, al Qaeda has been wounded, having lost many of its known leaders and most of its important sanctuaries.",NA,"605",NA
"America and its allies and friends have broken al Qaeda cells here in the United States and overseas.",NA,"605",NA
"A global coalition, led by the United States, has dried up sources of terrorist financing.",NA,"101",NA
"Thousands of very skilled and determined military personnel remain on the manhunt, going after the remaining killers who hide in cities and caves.",NA,"104",NA
"Today, because of the solidarity of the international coalition in the War on Terror, we are bringing these terrorists to justice, and the American people are safer.",NA,"101",NA
"•Three years ago, al Qaeda's secure home base was in Afghanistan, a country ruled by the Taliban, one of the most backward and brutal regimes of modern history.",NA,"605",NA
"Schooling was denied to girls.",NA,"605",NA
"Women were whipped and executed in public.",NA,"605",NA
"Millions lived in fear.",NA,"605",NA
"With protection from the Taliban, al Qaeda and its associates trained, indoctrinated, and sent forth thousands of killers to set up terror cells in dozens of countries, including our own.",NA,"605",NA
"Today, Afghanistan is a world away from the nightmare of the Taliban.",NA,"201",NA
"Twentyeight million people are free.",NA,"201",NA
"That country has a good and just president.",NA,"201",NA
"Boys and girls are being educated.",NA,"201",NA
"Women are respected.",NA,"201",NA
"Many refugees have returned home to rebuild their country, and a presidential election is scheduled for this fall.",NA,"201",NA
"The terror camps are closed and the Afghan government is helping us to hunt the Taliban and terrorists in remote regions.",NA,"605",NA
"Today, because we acted to liberate Afghanistan, a threat has been removed, and the American people are safer.",NA,"605",NA
"•Three years ago, Pakistan was one of the few countries in the world that recognized the Taliban regime.",NA,"102",NA
"Al Qaeda was active and recruiting in Pakistan.",NA,"102",NA
"Pakistan served as a transit point for al Qaeda terrorists leaving Afghanistan on missions of murder.",NA,"102",NA
"The United States could not count on the support of Pakistan's military and civilian leaders - the very people we would need to help shut down al Qaeda operations in that part of the world.",NA,"102",NA
"Today, the governments of the United States and Pakistan are working closely in the fight against terror.",NA,"101",NA
"Pakistan has helped capture Khalid Sheik Mohammed, the operational planner behind the September 11 attacks, and other terrorists.",NA,"101",NA
"Pakistani forces are rounding up terrorists along their nation's western border.",NA,"101",NA
"Today, because we are working with Pakistani leaders, Pakistan is an ally in the War on Terror, and the American people are safer.",NA,"101",NA
"•Three years ago, terrorists were well-established in Saudi Arabia.",NA,"102",NA
"Inside that country, fundraisers and other facilitators gave al Qaeda financial and logistical help with little scrutiny or opposition.",NA,"102",NA
"Today, after the attacks in Riyadh and elsewhere, the Saudi government knows that al Qaeda is its enemy.",NA,"101",NA
