"text","text_en","cmp_code","eu_code"
"2013 WIR HABEN DIE KRAFT GEMEINSAM FÜR UNSER LAND Verabschiedet in einer gemeinsamen Sitzung des Bundesvorstands der CDU und des Parteivorstandes der CSU Berlin, 28. Juni 2009","2013 WE HAVE THE POWER TOGETHER FOR OUR COUNTRY Adopted at a joint meeting of the CDU Federal Executive Committee and the CSU Party Executive Committee Berlin, June 28, 2009.",NA,NA
"A. Zusammenhalt schafft Zukunft","A. Cohesion creates the future",NA,NA
"1. Unsere Erfolge in der Regierung","1. our successes in government",NA,NA
"Die von CDU und CSU geführte Bundesregierung hat unser Land seit 2005 zum Besseren verändert.","The federal government led by the CDU and CSU has changed our country for the better since 2005.","305",NA
"Wir haben gezeigt, dass wir die Finanzen sanieren können.","We have shown that we can restructure the finances.","414",NA
"Erstmals seit langem haben wir 2007 einen ausgeglichenen Gesamthaushalt der öffentlichen Hände erreicht.","For the first time in a long time, we achieved a balanced general government budget in 2007.","414",NA
"Wir haben gezeigt, dass wir die Zahl der Arbeitslosen reduzieren können.","We have shown that we can reduce the number of unemployed.","408",NA
"Mit unserer Wachstumspolitik haben wir erreicht, dass die Zahl der Arbeitslosen im Herbst 2008 unter drei Millionen gesunken war und wir erstmals über 40 Millionen Erwerbstätige hatten.","Thanks to our growth policy, the number of unemployed fell below three million in fall 2008 and we had over 40 million people in employment for the first time.","410",NA
"Wir haben gezeigt, dass wir Familien stärken können.","We have shown that we can strengthen families.","603",NA
"Die Wahlfreiheit zwischen Familie und Beruf haben wir durch das Elterngeld, mehr Betreuungsplätze, verbesserte Absetzbarkeit von Kinderbetreuungskosten, die Erhöhung des Kindergeldes und des Kinderfreibetrages verbessert.","We have improved the freedom of choice between family and career through parental allowance, more childcare places, improved deductibility of childcare costs, the increase in child benefit and the child allowance.","504",NA
"Wir haben gezeigt, dass wir Bildung","We have shown that we can make education","506",NA
"und Forschung voranbringen können.","and research.","411",NA
"Der Hochschulpakt, die Exzellenzinitiative","The Higher Education Pact, the Excellence Initiative","506",NA
"und der Pakt für Forschung und Innovation sollen bis 2019 fortgesetzt werden.","and the Pact for Research and Innovation are to be continued until 2019.","411",NA
"Wir haben gezeigt, dass wir deutsche Interessen in Europa und der Welt durchsetzen können.","We have shown that we can assert German interests in Europe and the world.","601",NA
"Wir haben Vertrauen in der Welt zurückgewonnen","We have regained trust in the world","107",NA
"und die Handlungsfähigkeit von Europäischer Union, NATO und Vereinten Nationen gestärkt.","and strengthened the ability of the European Union, NATO and the United Nations to act.","107",NA
"Alles in allem steht unser Land heute – 2009 – besser für die Zukunft gerüstet da als 2005.","All in all, our country is better equipped for the future today - in 2009 - than it was in 2005.","305",NA
"Darauf bauen wir auf.","We are building on this.","305",NA
"Die Zeiten fordern uns.","The times challenge us.","305",NA
"Immer wenn unser Land vor wichtigen Weichenstellungen stand, konnten sich die Menschen sicher sein: Mit CDU und CSU ist das Land auf sicherem Kurs.","Whenever our country was faced with important decisions, people could be sure: With the CDU and CSU, the country is on a safe course.","305",NA
"Wir haben gegen große Widerstände die Soziale Marktwirtschaft in Deutschland verankert und damit Wohlstand und soziale Sicherheit ermöglicht.","We have anchored the social market economy in Germany against great resistance, thus making prosperity and social security possible.","403",NA
"Wir haben gegen große Widerstände die Bundesrepublik Deutschland eng in den Kreis der freien Völker eingebunden","Against great resistance, we have closely integrated the Federal Republic of Germany into the circle of free peoples","107",NA
"und unserem Land mit NATO und Europäischer Union eine Sicherheit gegeben, wie wir sie nie zuvor in unserer Geschichte hatten.","and, with NATO and the European Union, given our country a level of security that we have never had before in our history.","107",NA
"Wir haben gegen große Widerstände an der Deutschen Einheit festgehalten und – als sie möglich wurde – beherzt wahr gemacht, sodass heute alle Deutschen in Frieden und Freiheit leben können.","We have held on to German unity against great odds and - when it became possible - courageously made it a reality, so that today all Germans can live in peace and freedom.","305",NA
"60 Jahre Bundesrepublik Deutschland und 20 Jahre vereintes Deutschland zeigen, was unser Land kann.","60 years of the Federal Republic of Germany and 20 years of a united Germany show what our country is capable of.","601",NA
"Sie zeigen auch: Wir haben schon ganz andere Herausforderungen bewältigt.","They also show: We have already mastered quite different challenges.","305",NA
"Heute muss unser Land wie alle anderen Länder eine globale Finanzkrise bewältigen, wie wir sie seit Bestehen der Bundesrepublik Deutschland noch nicht erlebt haben.","Today, like all other countries, our country has to cope with a global financial crisis the likes of which we have never experienced since the Federal Republic of Germany came into existence.","408",NA
"Die dafür notwendigen Weichenstellungen verlangen wieder nach einer politischen Kraft, die gestalten will und gestalten kann.","The course that this requires once again calls for a political force that is willing and able to shape the future.","305",NA
"Das ist die Union.","This is the Union.","305",NA
"Das Jahr 2009 darf nicht nur das Jahr einer außergewöhnlichen weltweiten Krise sein, sondern es muss auch das Jahr sein, in dem die Grundlage für einen neuen Aufschwung gelegt wird.","The year 2009 must not only be the year of an extraordinary global crisis, but it must also be the year in which the foundation for a new upswing is laid.","410",NA
"Damit unser Land 2013 noch besser dasteht als 2009, nach innen wie nach außen, zum Wohle der Menschen.","So that our country is in an even better position in 2013 than it was in 2009, both internally and externally, for the benefit of the people.","408",NA
"Um das zu erreichen, wollen wir, die Christlich Demokratische Union Deutschlands und die Christlich-Soziale Union, in der nächsten Legislaturperiode eine Regierung mit der Freien Demokratischen Partei bilden.","To achieve this, we, the Christian Democratic Union of Germany and the Christian Social Union, want to form a government with the Free Democratic Party in the next legislative period.","305",NA
"So können wir die notwendigen Entscheidungen für die Zukunft unseres Landes treffen.","This will allow us to make the necessary decisions for the future of our country.","305",NA
"Für die Menschen. Für Soziale Marktwirtschaft. Für eine sichere Zukunft.","For the people. For a social market economy. For a secure future.",NA,NA
"Die weltweite Finanz- und Wirtschaftskrise hat eine Fülle von Ursachen.","The global financial and economic crisis has a plethora of causes.","403",NA
"Trotz ihrer ganzen Komplexität lassen sie sich auf einen zentralen Kern zurückführen: auf das Fehlen eines soliden Ordnungsrahmens und auf individuelle Verantwortungslosigkeit.","Despite all their complexity, they can be traced back to one central core: the lack of a solid regulatory framework and individual irresponsibility.","403",NA
"Kreditvergabe, Geldpolitik, Risikovorsorge, Finanzprodukte – wenn all dies ohne den erforderlichen Ordnungsrahmen und das notwendige Verantwortungsbewusstsein stattfindet, wenn Verantwortungslosigkeit infolgedessen sogar noch mit schwindelerregenden Summen belohnt wird, dann wird ein Kartenhaus errichtet, das irgendwann einstürzen muss.","Lending, monetary policy, risk provisioning, financial products - if all this takes place without the necessary regulatory framework and sense of responsibility, if irresponsibility is even rewarded with dizzying sums as a result, then a house of cards is being erected that must eventually collapse.","403",NA
"Inzwischen versteht jeder: Wir brauchen international eine Wirtschaftsordnung, die von Verantwortungsbewusstsein getragen wird und sich an den Prinzipien des „ehrbaren Kaufmanns“ orientiert.","In the meantime, everyone understands that we need an international economic order that is based on a sense of responsibility and guided by the principles of the ""honorable merchant.","403",NA
"Diese verantwortungsbewusste Wirtschaftsordnung ist die Soziale Marktwirtschaft.","This responsible economic order is the social market economy.","403",NA
"Die Soziale Marktwirtschaft ist die Ordnung, die CDU und CSU in Deutschland durchgesetzt haben.","The social market economy is the order that the CDU and CSU have enforced in Germany.","403",NA
"Sie ist die Ordnung, die unser Land stark gemacht hat.","It is the order that has made our country strong.","403",NA
"In der Sozialen Marktwirtschaft sichert der Staat den Rahmen, in dem die Menschen frei handeln.","In the social market economy, the state ensures the framework within which people act freely.","403",NA
"Er stellt sicher, dass fairer Wettbewerb Arbeitsplätze schafft, Leistung belohnt und Schwache schützt.","It ensures that fair competition creates jobs, rewards performance and protects the vulnerable.","403",NA
"Materieller Wohlstand allein ist nie genug – Erfüllung und Zufriedenheit bemessen sich auch danach, wie viel Mitmenschlichkeit, wie viel Zuwendung, wie viel Zusammenhalt es in unserer Gesellschaft gibt.","Material prosperity alone is never enough - fulfillment and satisfaction are also measured by how much humanity, how much care, how much cohesion there is in our society.","606",NA
"Der Krise und ihren Ursachen setzen CDU und CSU die Wertvorstellungen entgegen, für die wir immer eingetreten sind und eintreten werden:","The CDU and CSU are countering the crisis and its causes with the values we have always stood for and will continue to stand for:","305",NA
"Wir handeln verantwortlich auch über den Tag hinaus und denken an unsere Nachkommen.","We act responsibly even beyond the present day and think of our descendants.","403",NA
"Wertschöpfung und Wertschätzung gehören zusammen.","Value creation and appreciation belong together.","403",NA
"Diese Prinzipien wollen wir jetzt international verankern, damit wir verhindern, dass uns Verantwortungslosigkeit noch einmal in eine so schwierige wirtschaftliche Lage bringt.","We now want to anchor these principles internationally so that we can prevent irresponsibility from putting us in such a difficult economic situation again.","403",NA
"Dabei lassen wir auch in der Krise unsere Ziele nicht gegeneinander ausspielen.","In doing so, we do not allow our goals to be played off against each other, even in times of crisis.","305",NA
"Denn auch jetzt müssen Wirtschaft und Umwelt zusammen gedacht werden.","For now, too, the economy and the environment must be thought of together.","416",NA
"Es geht immer um die Menschen.","It's always about the people.","403",NA
"Wohlstand in einer zerstörten Umwelt ist kein Wohlstand.","Prosperity in a destroyed environment is not prosperity.","501",NA
"Wir verbinden die wichtigen Ziele und richten unsere Politik daran aus.","We connect the important goals and align our policies with them.","305",NA
"Wohlstand und Klimaschutz,","Prosperity and climate protection,","408",NA
"wie auch Frieden in Freiheit, sind immer die beiden Seiten einer Medaille.","like peace in freedom, are always the two sides of the same coin.","201",NA
"Die Aufgabe unserer Zeit ist nicht einfach.","The task of our time is not easy.","305",NA
"Sie verlangt eine vertrauensvolle, beständige und verlässliche Zusammenarbeit mit allen wichtigen Partnern auf der Welt.","It requires trusting, consistent and reliable cooperation with all important partners around the world.","107",NA
"Sie verlangt das Vertrauen, das Bundeskanzlerin Angela Merkel heute in Europa und der Welt genießt.","It demands the trust that Chancellor Angela Merkel now enjoys in Europe and the world.","305",NA
"Nur das entschlossene Handeln der von ihr geführten Bundesregierung hat im Herbst 2008 das Schlimmste verhindert.","Only the decisive action of the German government led by it prevented the worst from happening in the fall of 2008.","305",NA
"Innerhalb von Tagen haben Bund und Länder angesichts der akuten internationalen Finanzmarktkrise Entscheidungen getroffen, von denen wir heute sagen können: Sie haben Deutschland vor großem Schaden bewahrt.","Within days, in the face of the acute international financial market crisis, the federal and state governments made decisions of which we can now say: They saved Germany from great damage.","305",NA
"Für CDU und CSU ist klar: Im Augenblick der Not muss der Staat einspringen – aber nur dann.","For the CDU and CSU, one thing is clear: In times of need, the state must step in - but only then.","412",NA
"Denn es wäre ein großer Fehler, wenn wir die Rolle des Staates falsch verstünden und ihm nun auf Dauer immer neue Aufgaben übertragen wollten.","It would be a big mistake if we misunderstood the role of the state and wanted to give it more and more new tasks in the long run.","401",NA
"Genau das wollen CDU und CSU nicht.","That is precisely what the CDU and CSU do not want.","401",NA
"Wir haben hohe Achtung vor der unternehmerischen Verantwortungsbereitschaft, ohne die Arbeitsplätze nicht geschaffen werden können.","We have high regard for entrepreneurial responsibility, without which jobs cannot be created.","401",NA
"Dem Irrglauben, der Staat sei der bessere Unternehmer, treten wir entschieden entgegen.","We firmly oppose the misconception that the state is the better entrepreneur.","401",NA
"Staatswirtschaften schaffen keinen Wohlstand, sondern sie nehmen den Menschen die Freiheit.","State economies do not create prosperity; they take away people's freedom.","401",NA
"Darum lehnen wir es ab, dass der Staat unternehmerische Entscheidungen an sich zieht.","That is why we reject the idea of the state taking entrepreneurial decisions for itself.","401",NA
"Aber wir treten dafür ein, dass er Hüter der Ordnung ist.","But we advocate that he be the guardian of order.","403",NA
"Er muss helfen, dass die Selbstheilungskräfte der Wirtschaft neu geweckt werden.","It must help to reawaken the economy's self-healing powers.","408",NA
"Die Welt muss zeigen, dass sie ihre Lektion gelernt hat.","The world must show that it has learned its lesson.","403",NA
"Nach der Krise darf es nicht so weitergehen wie vor der Krise.","After the crisis, things must not continue as they were before the crisis.","403",NA
"Die erfolgreichen Prinzipien der Sozialen Markt - wirtschaft müssen europa- und weltweit verankert werden.","The successful principles of the social market economy must be anchored in Europe and worldwide.","403",NA
"Dafür sind die beim G20-Gipfel in London getroffenen Verabredungen für eine neue internationale Finanzverfassung erste Bausteine.","The agreements reached at the G20 summit in London on a new international financial constitution are the first building blocks for this.","107",NA
"2. Unser Weg aus der internationalen Krise I. Wir konzentrieren uns in den kommenden vier Jahren auf folgende zehn Punkte:","2. our way out of the international crisis I. We will focus on the following ten points over the next four years:",NA,NA
"1. Wir brauchen nachhaltiges Wachstum, um die Folgen der Krise zu überwinden.","1. we need sustainable growth to overcome the consequences of the crisis.","410",NA
"Um dieses zu erreichen, müssen wir den Haushalt konsolidieren, Investitionen fördern sowie Bürgerinnen und Bürger entlasten.","To achieve this, we must consolidate the budget, promote investment and ease the burden on citizens.","414",NA
"_ Wir wollen die Neuverschuldung senken, indem wir die zur Krisenbekämpfung notwendigen neuen Ausgaben so schnell wie möglich wieder abtragen.","We want to reduce new debt by paying off the new spending needed to combat the crisis as quickly as possible.","414",NA
"Wir halten am Ziel eines ausgeglichenen Haushalts fest.","We remain committed to the goal of a balanced budget.","414",NA
