"text","text_en","cmp_code","eu_code"
"Sozial und Demokratisch.","Social and Democratic.",NA,NA
"Anpacken. Für Deutschland. Regierungsprogramm der SPD 2009 2013 Beschlossen auf dem außerordentlichen Bundesparteitag am 14. Juni 2009 in Berlin","Tackle. For Germany. SPD Government Program 2009 2013 Adopted at the Extraordinary Federal Party Congress in Berlin on June 14, 2009.",NA,NA
"I. Ein neues Jahrzehnt 1. Zeit für Entscheidungen","I. A new decade 1. Time for decisions",NA,NA
"Am 27. September 2009 entscheidet sich, wer Deutschland in den nächsten vier Jahren regiert.","On September 27, 2009, it will be decided who will govern Germany for the next four years.","305",NA
"Wem die Menschen sich anvertrauen.","Who people confide in.","305",NA
"Wem sie zutrauen, dass er unser Land sicher durch die Krise führt.","Who they trust to lead our country safely through the crisis.","408",NA
"Dass er für Arbeitsplätze kämpft und die Wachstumskräfte stärkt.","That it fights for jobs and strengthens the forces of growth.","408",NA
"Dass er über einen klaren Kompass verfügt, in unruhigen Zeiten Kurs hält und Sicherheit gibt.","That it has a clear compass, holds its course in turbulent times and provides security.","305",NA
"Aber es entscheidet sich noch viel mehr.","But much more is decided.","000",NA
"Es entscheidet sich, wie es nach der Krise in unserem Land weitergeht.","It will be decided what happens after the crisis in our country.","000",NA
"Ob daraus ein Aufbruch zu mehr Demokratie","Whether this will lead to a move towards more democracy","202",NA
"und neuer Gemeinsamkeit wird.","and new common ground.","606",NA
"Ob Verantwortungsgefühl und Vernunft wieder die Oberhand gewinnen.","Whether a sense of responsibility and reason will regain the upper hand.","403",NA
"Ob wir die richtigen Lehren aus der globalen Finanz- und Wirtschaftskrise ziehen und den Kräften des Marktes Regeln und Grenzen setzen.","Whether we learn the right lessons from the global financial and economic crisis and set rules and limits to market forces.","403",NA
"Ob wir ein nachhaltiges Deutschland schaffen, das ein Gleichgewicht zwischen wirtschaftlichen, sozialen und ökologischen Zielen herstellt.","Whether we create a sustainable Germany that strikes a balance between economic, social and environmental goals.","416",NA
"Es entscheidet sich, ob wir eine solidarische Gesellschaft sein wollen, in der die Starken größere Lasten tragen und die Schwachen wirkliche Chancen bekommen, stark zu werden.","It will determine whether we want to be a society of solidarity in which the strong bear greater burdens and the weak are given real opportunities to become strong.","503",NA
"Und ob die vielen Menschen, die zu uns gekommen sind, mit ihren Kindern in unserem Land eine gute Heimat finden.","And whether the many people who have come to us will find a good home in our country with their children.","607",NA
"Viele sagen: ,,Diese Krise war ein Betriebsunfall.","Many say: This crisis was an industrial accident.","000",NA
"Lasst ihn uns beheben, dann geht es weiter wie bisher.''","Let's fix it, then it will be business as usual.''","000",NA
"Diese Auffassung ist falsch!","This view is wrong!","305",NA
"Denn diese Krise ist mehr als ein normaler Konjunktureinbruch.","Because this crisis is more than just a normal economic slump.","305",NA
"Sie ist das Ergebnis einer Ideologie, bei der maximaler Profit und nicht der Mensch im Mittelpunkt steht.","It is the result of an ideology that focuses on maximum profit and not on people.","403",NA
"Und deshalb muss unsere Antwort mehr als ein Konjunkturprogramm sein.","And that's why our response must be more than a stimulus package.","408",NA
"Wir stellen fest: Das marktradikale Zeitalter ist gescheitert.","We conclude: The market-radical age has failed.","403",NA
"Wir befinden uns in einer Zeitenwende.","We are at a turning point in time.","305",NA
"Die Beantwortung der Verteilungsfragen im sozialdemokratischen Sinne stärkt unsere Demokratie","Answering the distribution questions in a social democratic sense strengthens our democracy","202",NA
"und unsere Soziale Marktwirtschaft.","and our social market economy.","403",NA
"Wir Sozialdemokratinnen und Sozialdemokraten wollen Soziale Demokratie.","We Social Democrats want social democracy.","503",NA
"Und das heißt auch: Sozialstaat und Soziale Marktwirtschaft in Deutschland, in Europa und weltweit.","And that also means the welfare state and the social market economy in Germany, in Europe and worldwide.","403",NA
"Die Wirtschaft ist für die Menschen da und nicht umgekehrt.","The economy is there for the people and not vice versa.","403",NA
"Wir Sozialdemokratinnen und Sozialdemokraten laden alle Menschen ein, mit uns gemeinsam den Weg der Erneuerung zu gehen.","We Social Democrats invite all people to join us on the path of renewal.","305",NA
"Denn darum geht es: Kraftvolle Erneuerung für unser Land!","Because that's what it's all about: Powerful renewal for our country!","305",NA
"Unser Regierungsprogramm ist ein Angebot an die gesamte Gesellschaft.","Our government program is an offer to the whole of society.","305",NA
"Es richtet sich an alle, die unser Land besser, gerechter und menschlicher machen wollen.","It is aimed at all those who want to make our country better, fairer and more humane.","503",NA
"An alle, die sich den Grundsätzen der Fairness und der Solidarität verpflichtet fühlen.","To all who are committed to the principles of fairness and solidarity.","503",NA
"Allen Bürgerinnen und Bürgern sagen wir: Wir wissen, wie hart ihr für euch und eure Familien arbeitet.","To all citizens, we say: We know how hard you work for yourselves and your families.","701",NA
"Wir machen euch ein faires Angebot: Mehr Unterstützung für Familien und für bessere Kindergärten und Schulen,","We make you a fair offer: more support for families and for better kindergartens and schools,","603",NA
"ein einfacheres Steuersystem.","a simpler tax system.","303",NA
"Wir wollen, dass sich Ältere im öffentlichen und politischen Leben ohne Einschränkung beteiligen und ihre Lebenserfahrung einbringen können.","We want older people to be able to participate in public and political life without restriction and to contribute their life experience.","706",NA
"Wir wissen, dass manche Hilfe brauchen.","We know that some need help.","503",NA
"Wir lassen niemanden allein.","We do not leave anyone alone.","503",NA
